,risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id,chunked
419,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,48.3761166667,stock,1000.0,long_time_horizon,972fa894fe63c51efcf50ec33d51eb4a,0
420,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,11.18985,stock,1000.0,med_time_horizon,d940559a0ba22065ca1aca39dfb88b9b,0
421,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,28.80355,stock,10.0,med_time_horizon,4d6521031eeb30c1fd97fc3c6eeb032f,1
422,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,2.1231,stock,500.0,short_time_horizon,c0c96f14ad2ec2de0926b41a40896a40,0
423,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,23.74275,stock,50.0,long_time_horizon,c472cf377fd443b2069da976d857e697,1
424,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,185.0751,wrt,10.0,short_time_horizon,0504d5da1bf796564fd846981049691d,0
425,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,2815893a3a6db2a96addc30ed146113b,0
426,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,short_time_horizon,b5cfafbedc42fedbd74439e8eb042581,0
427,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,109.16195,stock,100.0,long_time_horizon,5cbbb121f468d01d34222a7828b9a066,0
428,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.21695,stock,50.0,long_time_horizon,b6831995d3e0c38fb1f4a62cb1ddaf67,1
429,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,4.04401666667,stock,1.0,short_time_horizon,f646b384eca237cb40d219d17ab03c51,1
430,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,69.6079666667,stock,10.0,long_time_horizon,1abe8a47eb6a5a3d3363418f6b1e596d,0
431,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,4.32898333333,stock,50.0,short_time_horizon,eff710acf06360bd243b402e24697c8a,0
432,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,273.753083333,stock,100.0,long_time_horizon,2e9caf1ef7df1fda7004bca0722de7ac,0
433,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,7.1816833333300005,stock,50.0,short_time_horizon,de824f605551100c764b73ec9f3bc68b,1
434,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,85.6334166667,stock,100.0,med_time_horizon,0a5b7d8e7a00c1aaf8a3e028fd842a90,0
435,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,both,43.481116666700004,stock,100.0,long_time_horizon,31e581f64c0df8c03fac840cca78b44c,0
436,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,10.0580166667,stock,20.0,long_time_horizon,ffc1e622f3a0b2666f09a6dcb7f27918,0
437,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,21.7614,cef,5.0,long_time_horizon,9a187e2d6e61ed09d842ecf9ddc44331,1
438,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,133.673,stock,10.0,short_time_horizon,de45af458eae46e8ec8dd9e02187085b,1
439,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,32.2645,stock,500.0,short_time_horizon,83cee7c744b6adf18f84916ad785f705,0
440,high_risk_tolerance,good_investment_exp,very_important_liq_need,both,15.7149666667,stock,10.0,long_time_horizon,097a54015a42f7f6b2f7ef1267df63d2,1
441,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,17.7142166667,stock,50.0,long_time_horizon,34942e716741a8e067971ae17181209d,1
442,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,57.2714166667,stock,30.0,long_time_horizon,4d61a7ce71af363702cc424b6495b846,1
443,high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,6.14973333333,stock,150.0,short_time_horizon,994632fb53574d1c717982b6d6448a28,0
444,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,14.12475,stock,1000.0,short_time_horizon,8b7ee00ae31519a35a1b3fe23c55b367,0
445,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,20.9885,stock,18.25,short_time_horizon,6eb8d0d838b2d947f37b515f6bf16b90,0
446,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,2.96518333333,stock,10.0,long_time_horizon,e9314be4a871b7522072448baae0ec07,0
447,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,2000.0,long_time_horizon,d0512754ebb1fc2ab37a0e12c1b3b208,0
448,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,33.4827666667,stock,250.0,short_time_horizon,95e55455b6c0d5954649b7b7df743e89,0
449,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,f084a807d741aebf0fe5f7922a8e0529,1
450,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,18.1990333333,stock,102.0,short_time_horizon,8c9ba6bab060b144180daffebd6ef38d,1
451,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,12.9261333333,stock,66.73,long_time_horizon,8e34c084b6d0d4b523935470e24b9076,0
452,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,5000.0,short_time_horizon,0fd64ec782ec2a245f3723ba29f2bcea,0
453,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,36.4074833333,stock,100.0,short_time_horizon,f9407e812b3fb86a35d8ea073b7166fe,0
454,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,33.65915,etp,2500.0,short_time_horizon,4c9eec53d3af6595123784dc91b84562,0
455,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,6.960866666669999,stock,100.0,med_time_horizon,986b9365983a91d02d712a231433f808,0
456,med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,40.4185,stock,1000.0,short_time_horizon,fa7c7dd12bea776a97d8e5cba06cdadd,0
457,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,24.0388,stock,50.0,short_time_horizon,d3a5dc1f3868641b82a94fbec8c4631e,1
458,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,107.57188333299999,stock,50.0,med_time_horizon,19bbdebf05f16609ef2e5ccfc2adc2b0,0
459,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,23.5144833333,stock,100.0,short_time_horizon,81672bd315549f06a27411f2cd9613b6,1
460,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,102.22638333299999,stock,250.0,short_time_horizon,1e61e13933fafc9034e2d88b4126e3bf,0
461,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,15.19965,stock,100.0,short_time_horizon,ff1218c82e0cd6312f62644dff971e8f,0
462,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,2.90646666667,stock,300.0,short_time_horizon,2f1e548daba9ef70644dc96a7f9ebd6f,0
463,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,60.663266666700004,etp,52.62,long_time_horizon,af6682ee666349cfe8c338f82ffeb047,1
464,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,48.7966833333,etp,2685.2,short_time_horizon,609c06a312e6482631e83ee53291a4e7,0
465,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,75.5489166667,stock,1000.0,long_time_horizon,9c49925f3e34487c0ad32108da662c07,0
466,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.332816666700001,etp,100.0,med_time_horizon,1a418de32c40d824f92f22f173982b62,0
467,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,short_time_horizon,49444127231448ae1394472ddca08e3b,0
468,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,7.266266666669999,adr,50.0,med_time_horizon,c7d54c6080e9666736e7c92f2245429d,0
469,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,6.36088333333,adr,1200.0,long_time_horizon,1c978b239a65736edc8598198ff8edde,0
470,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,31.6619166667,stock,200.0,short_time_horizon,d6f110edb78ccbaa8d92b8080a861e30,0
471,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,long_time_horizon,bc3e9359ff7df4b347f6772f293209c3,0
472,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,66.39415,stock,100.0,long_time_horizon,684d9a601a0d8a136a07350586f36c0e,0
473,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,5.31125,etp,1000.0,long_time_horizon,c73e417b80a487fbba2ad5303704f7ab,0
474,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,61.2390833333,stock,25.0,short_time_horizon,012a70d3dd41ad4fa7467c9179e718f9,1
475,med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,60.1253666667,stock,100.0,short_time_horizon,172f8fbe43ea5f45f6089bdd1f2777de,0
476,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,6.823033333330001,stock,100.0,short_time_horizon,8134d05f1e7c377335a177878a7f4311,0
477,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,4.12018333333,etp,250.0,long_time_horizon,94865073187e271a0abffb2157b3d43b,0
478,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,15.9465833333,etp,10.0,short_time_horizon,ce67e2c514b5d7afdf860c2e63d5925e,1
479,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,37.99395,stock,300.0,long_time_horizon,fdc189105b9d2b712ee00b658a7c5762,0
480,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,42.32125,stock,1000.0,long_time_horizon,f1d19242b1aa771e91c012d9728887d2,0
481,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,8.89276666667,stock,30.0,long_time_horizon,0caa93e3e5942a62bb7f70238d1b6801,1
482,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,28.83755,stock,2000.0,short_time_horizon,9e856d6848b9ecd88814af936d931d80,1
483,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,6.21993333333,stock,200.0,short_time_horizon,e898b0abb6de61742d14a74d0c9732a2,0
484,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,30.5282166667,stock,500.0,short_time_horizon,2e6581c97dc76956ae574bf0f82c2fb3,0
485,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,22.819333333299998,stock,200.0,short_time_horizon,eb0b406919521ed580388a4912e5174b,0
486,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,41.2239666667,stock,100.0,short_time_horizon,4d8594c70322aabf10d28e49205108ab,0
487,med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.31186666667,stock,2500.0,med_time_horizon,7b670e2bd983d199c1db229fabdd9dbb,0
488,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,25.0,short_time_horizon,3e0c4b8286ec3b0ac3d91e97f8e707d0,1
489,high_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,8.265733333330001,stock,50.0,long_time_horizon,cb30e158c18e9b42cd17784663dce851,1
490,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,7.651516666669999,stock,100.0,short_time_horizon,93566d61122d999074f1ad6398149078,1
491,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,22.55005,stock,500.0,short_time_horizon,0948c7b1a24e0b14cc33aace055abd26,0
492,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,9.67931666667,stock,100.0,long_time_horizon,dcdbfaa1047e43e8284e881d7299b6e9,1
493,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,67.9879666667,stock,2000.0,short_time_horizon,535f7913f6c0ac20692790f30272d694,0
494,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,cced6f5c103d314c93e9aaee08c4c63a,1
495,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,40.6612,stock,53.8,long_time_horizon,06791cf0a732f1713f9f000b18379e29,0
496,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,21.046433333299998,stock,200.0,med_time_horizon,d84f5fbbadf644a1bbb8e273c7c3592c,0
497,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,15.72665,etp,10.0,med_time_horizon,5451c6236963d1609d3b30b48b34278c,1
498,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,59.2235666667,stock,2500.0,long_time_horizon,6fb22abee567ac55add87365f30c7983,0
499,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,etp,580.0,short_time_horizon,ac4490013f8220f070b06903caa7abf1,0
500,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,12.201533333299999,stock,5.0,long_time_horizon,1aa2b01965a726c998592749e5bb5e6e,1
501,med_risk_tolerance,extensive_investment_exp,very_important_liq_need,both,8.70055,stock,1000.0,long_time_horizon,ed78be5cd860bf0486942f4c95f82386,0
502,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,26.5307,stock,50.0,short_time_horizon,c2dcb2e39efc5f6c1956cbaebf0bd31c,1
503,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,6.004366666669999,stock,100.0,short_time_horizon,fe28541cf46a3d23ddfdb93aabfcacae,0
504,low_risk_tolerance,no_investment_exp,very_important_liq_need,both,13.838833333299998,stock,100.0,short_time_horizon,9b6529a0e567d407ea23726c972c53a1,0
505,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.5707833333,adr,50.0,short_time_horizon,850f472505aa4f940d8ce8aa3afd1a95,1
506,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,befaa328e293499bf98219fd4b7fadb0,0
507,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,16.5813666667,reit,300.0,short_time_horizon,e1ae160631eede4b8b82ad44bc117f78,0
508,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,0.0,stock,100.0,med_time_horizon,75f454ac992e4623a4ae9b12daa9cee6,1
509,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.88135,stock,100.0,long_time_horizon,989f652c590cf32d23c9d071437f9f2f,1
510,med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,309.669666667,stock,10.0,med_time_horizon,35e738a8e4a332edf069d785eef57b9d,0
511,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,151.546133333,stock,1.0,short_time_horizon,5a5ceab5091205d83d1667ec5028ce2c,0
512,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,61.8933833333,stock,20.0,short_time_horizon,353307ab080cecadf1efa067bf5e68a6,1
513,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,3.45025,stock,150.0,long_time_horizon,06f736a4e79679f156db5596cdeed55a,0
514,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,short_time_horizon,0e691f2206741d139c7cfceaa5be653a,1
515,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,fc0da6a74f9d8924f018c120f3fb7422,0
516,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,c71fed445564130381c272e7b5cbd3f8,0
517,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,8.26356666667,stock,500.0,long_time_horizon,c5aa60349072f21b5ccfdf25cf5c8b75,0
518,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,41.3380666667,stock,500.0,long_time_horizon,5cf6f21075e0b3a5e426e7e2480d1d9f,0
519,med_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,0.0,etp,1000.0,long_time_horizon,35525757c3e63e0365708bf7bcea249b,0
520,med_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,0.0,0,100.0,long_time_horizon,752059a53c009c681aa4c88a63210905,0
521,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.9687333333329999,stock,50.0,short_time_horizon,8f883d95dc99230e8aecd1598ee74da2,0
522,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,8.14941666667,stock,10.0,short_time_horizon,73d5734632cb27fbb99544c97405bbdd,0
523,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,short_time_horizon,3da8b294127beb9b09e4aa7e87943313,1
524,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,36.61135,reit,20.0,med_time_horizon,f536a67236dad1d4f414778c994f636a,0
525,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,3.05653333333,stock,5000.0,long_time_horizon,40fc976cf096fa6409a9a6d4940a19ce,0
526,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,13.386116666700001,stock,1.0,med_time_horizon,87320c19ba97b9654cf408b245a6ab63,0
527,low_risk_tolerance,extensive_investment_exp,very_important_liq_need,both,11.0952,stock,500.0,short_time_horizon,17f11d944e763ffdb3aa4f68b8ff864d,0
528,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1500.0,long_time_horizon,92a357fb5fffd7909f28850ed8e7935b,0
529,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,24.3984,stock,10.0,short_time_horizon,e382ee82f0b66db58daa1d4801aa89f0,0
530,high_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,24.3558833333,stock,150.0,long_time_horizon,e4a8319ad261a98edc1414e71e4bca9d,1
531,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,12.953933333299998,stock,10.0,short_time_horizon,22a7ccfffe68bc17f1b9d852256d6e11,0
532,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,8.39871666667,stock,100.0,short_time_horizon,85fab97498e8762b2fdf96d07c6623e1,1
533,low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,etp,100.0,short_time_horizon,5c50ba7cee24b5e64e7948b8fab09ac6,0
534,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,16.8663166667,stock,100.0,long_time_horizon,ed2b061280ba08cb715ac45623457981,0
535,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,22.4259833333,stock,500.0,long_time_horizon,13777d187b15bf5afe55d6cc0371098e,0
536,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,short_time_horizon,035fd0b2f299d4722f166b36dd02f850,0
537,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,short_time_horizon,53d761e28c52d9258c53d12782cfbcff,1
538,high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,118.70586666700001,stock,10.0,long_time_horizon,8272251591a332beb179cda294c40929,0
539,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,1.71301666667,stock,50.0,short_time_horizon,d1a734cd951016a6130bb018e505fbbd,0
540,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,119.83088333299999,stock,2100.0,short_time_horizon,33b91d8a75e3c142352783e241c9407a,0
541,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,both,4.74128333333,adr,200.0,long_time_horizon,cf1e4ac24faf561162b47ee21a011def,0
542,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,etp,275.0,short_time_horizon,9e9b3b30b8b41ae3d4eccc6e56d074b7,0
543,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,27.0,short_time_horizon,5c0a61f818357e25771ce4487d8dbbb3,0
544,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,6.715783333330001,etp,1.0,short_time_horizon,70ada64c4dfb1c864e7801809c679854,0
545,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,19.5684333333,etp,1500.0,long_time_horizon,001d6c77dbdb3213cead7673f250bfdc,0
546,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,39.9698,stock,100.0,short_time_horizon,d1643475b20b7610f5550965f4ff750f,1
547,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,adr,25.0,short_time_horizon,7d07ec9fa5ea4d3046454d39076146ef,1
548,high_risk_tolerance,good_investment_exp,very_important_liq_need,both,11.2095833333,stock,50.0,short_time_horizon,1f34737c1c7c83277a37b38f44a830ce,0
549,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,15.8116833333,stock,50.0,long_time_horizon,46262d271099f4d7319e5f224a43df2e,1
550,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,8.4035,etp,100.0,short_time_horizon,b96dac9341e67ed6421ab60502950320,0
551,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,17.86535,stock,5000.0,long_time_horizon,68ff678a2a492613a0fa4ad1b4b866a6,0
552,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,77c84b524983704cc0e5b005ec90f37e,0
553,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,22.4538666667,stock,500.0,short_time_horizon,c98eb085e7e704bc61e8a3eaa1cf3f5f,0
554,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,10.3618666667,stock,50.0,long_time_horizon,c0fd72037e872e9871e9be2c1a938874,0
555,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,6.17095,stock,100.0,long_time_horizon,185ae3108844c16bd9c5345f8ee7ac47,1
556,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,32.7223,reit,200.0,long_time_horizon,d2990b619f41de32cc67878401a9a89d,0
557,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,35.4508166667,stock,50.0,short_time_horizon,42fdfda1b2b368f58a23729a2e68f9a3,0
558,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,9.21586666667,stock,100.0,long_time_horizon,5d922043c760315832521f3a5823b330,0
559,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,1.28923333333,stock,500.0,med_time_horizon,ddac0b3d6ae8ad4b952861e6c7d4b86c,0
560,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,17.8335666667,etp,25.0,long_time_horizon,1902a7a94cc052c3e83cf4f85653731b,1
561,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,17.4641166667,stock,50.0,short_time_horizon,ba853df9e9aa4015ceb4fe4d9a1d237a,0
562,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,15.633066666700001,stock,300.0,long_time_horizon,b5a97ff3be4d555f50a27d9e7d503bb7,1
563,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,60.339,stock,50.0,short_time_horizon,0ebef0cd168d338a806ba6c323953b35,0
564,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.58483333333,stock,150.0,long_time_horizon,c4a59ec17014bb52a3ebc36f07726474,0
565,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,11.97285,stock,25.0,long_time_horizon,1fe9647753305442b88aa3cbd8f1f6ce,1
566,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.1578166667,stock,50.0,short_time_horizon,2c42b8999a93cf352d84150fe19bc984,1
567,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,med_time_horizon,6c1e0f62ac95eb9728085ed96a3d5508,1
568,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,51.3309166667,stock,1000.0,long_time_horizon,c11be7c0e2f8562f1ab0268730a805da,0
569,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,12.68415,stock,135.0,long_time_horizon,22018a04714d373b296af4df1331b07e,0
570,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,6.603333333330001,stock,47.1,short_time_horizon,1f16ca70ca7ab85ed000357873692718,1
571,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.1172666667,stock,15.0,med_time_horizon,5a0ebe0c4e160ce7b293479ccd2cb928,1
572,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,etp,500.0,short_time_horizon,49ee4c6303615e2a12d266353e3735f3,0
573,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,402d4bb9f9b56458ea0b4c1b28f7443a,0
574,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,b8ff88a491a90da94e4d89dd1b89e497,1
575,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,91.3649166667,stock,100.0,short_time_horizon,1432d0b44c32bed1e11c943aa4e35a72,0
576,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,13.101766666700001,stock,27.0,short_time_horizon,e36e201d414caa89f9ff27d0f16983c6,1
577,high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,70.2336833333,stock,70.0,med_time_horizon,da57522b6a22019b8dc1a50f3982a986,1
578,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,f84fbe8c1021d1728aa2a28afc55a5c2,0
579,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,14.0723666667,stock,500.0,short_time_horizon,f8eeac7396372c9782155f826c84b219,0
580,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,12.08885,stock,5000.0,med_time_horizon,8ff51a42aeda7855fc6a5e731648566f,0
581,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,25.7902,stock,1500.0,short_time_horizon,337c9f6ecaba7bd9ac410e0b4c41695b,0
582,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,13.565,stock,100.0,long_time_horizon,576ca9308787c11b0d7d3d2bfc6f3796,0
583,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,103.387166667,stock,200.0,short_time_horizon,b84f5dbbd134a5b3d122aa8381f2d7e9,1
584,med_risk_tolerance,extensive_investment_exp,very_important_liq_need,Android,100.47095,stock,10.0,short_time_horizon,272c0cf04b2219c23c14e6f0332a87b0,0
585,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,79.41055,stock,1000.0,long_time_horizon,cec86dc25ad8f2d9676ca3109309757f,0
586,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,4.45481666667,etp,500.0,short_time_horizon,41a6708210adfe3f0287813831edaf96,0
587,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,1.17278333333,stock,100.0,short_time_horizon,004ea9d7662aa8dc840bbff212cfa4b8,1
588,high_risk_tolerance,no_investment_exp,very_important_liq_need,both,11.782,stock,50.0,med_time_horizon,e9e16f2bc7d8429ed1f8fb2010ad879b,0
589,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,12.220066666700001,stock,500.0,short_time_horizon,ad97977e983b7a0636eac027c2e12f3a,0
590,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,5.991416666669999,stock,100.0,short_time_horizon,73c028f4b140cb2a719e1427921e1dca,1
591,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,24.20395,stock,1000.0,med_time_horizon,98580dc55ef94da63f30254173f428cd,0
592,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,460.0,short_time_horizon,e14f7ec7097b452b79a69cd8c834ec72,0
593,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,0,10.0,short_time_horizon,d7d05bd829b809df1859fdd19ac43ed6,1
594,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,2.2109166666699998,etp,1000.0,long_time_horizon,00e8f7b60d3bb9ab1525a0a151de2641,0
